image,steering
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_57_306.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_23_003.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_59_739.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_58_550.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_01_684.jpg,0.35
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_27_330.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_37_784.jpg,0.01913597
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_16_927.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_12_107.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_53_281.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_42_777.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_45_407.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_11_602.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_48_670.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_42_846.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_54_261.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_30_518.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_20_707.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_02_685.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_55_460.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_59_989.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_58_680.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_56_494.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_49_940.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_05_282.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_13_094.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_30_597.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_16_465.jpg,-1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_05_603.jpg,0.07967845
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_46_862.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_54_128.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_04_490.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_52_500.jpg,0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_06_505.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_11_828.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_07_738.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_52_741.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_03_634.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_22_310.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_17_638.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_21_894.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_07_415.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_19_775.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_28_128.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_51_822.jpg,0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_35_977.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_06_214.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_28_704.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_09_825.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_46_530.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_02_726.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_45_257.jpg,-0.6312878
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_43_167.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_20_905.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_22_607.jpg,-0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_00_096.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_45_542.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_02_158.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_44_439.jpg,-0.06417823
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_46_749.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_37_902.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_28_299.jpg,-0.7992551
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_01_965.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_06_624.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_49_461.jpg,-0.1275066
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_27_038.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_32_141.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_35_258.jpg,-0.1558898
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_03_344.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_45_190.jpg,-0.25
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_26_882.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_11_497.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_04_832.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_38_045.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_46_470.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_21_329.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_21_777.jpg,0.2
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_18_009.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_23_580.jpg,-0.3
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_40_030.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_48_445.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_06_677.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_19_846.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_03_991.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_51_373.jpg,-0.15
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_04_487.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_52_337.jpg,-0.3031508
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_37_679.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_22_379.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_58_907.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_01_882.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_42_242.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_14_942.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_12_667.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_00_527.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_52_400.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_45_527.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_23_780.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_51_765.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_39_182.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_36_786.jpg,0.4710873
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_28_854.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_57_220.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_51_836.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_08_317.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_51_420.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_49_239.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_23_713.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_58_877.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_37_055.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_37_852.jpg,1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_00_278.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_22_434.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_19_828.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_45_798.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_56_809.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_19_686.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_22_802.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_25_779.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_29_613.jpg,-0.1
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_29_257.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_23_146.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_47_170.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_57_994.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_00_189.jpg,0.3142873
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_14_01_397.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_14_593.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_15_22_277.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_16_15_232.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_11_59_188.jpg,0
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_13_26_395.jpg,-0.05
D:\1document\培训课程\人工智能和数字化\20260130-31德赛西威（二期）AI\基于深度学习的世界状态的感知预测决策与控制\tutorial_runs\behavioral_cloning_data\IMG\center_2018_07_16_17_12_49_524.jpg,-0.3966433
